2008-05-20_14:04:16|MSN|3|1
2008-05-20_14:04:16|搜狗|1|1
2008-05-20_14:04:16|电信114|3|1
2008-05-20_14:04:16|中搜|4|1
2008-05-20_14:04:16|搜搜|2|1
2008-05-20_14:04:16|有道|1|1
2008-05-20_14:04:16|谷歌|2|1
2008-05-20_14:04:16|altavista|1|1
2008-05-20_14:04:16|Google|2|1
2008-05-20_14:04:16|百度|2|1
2008-05-20_14:04:16|雅虎|0|0
