2008-02-14_22:04:22|谷歌|1|1
2008-02-14_22:09:13|谷歌|1|1
2008-02-14_22:09:17|百度|0|0
2008-02-17_17:21:10|谷歌|1|1
2008-02-17_17:21:12|百度|0|0
2008-02-18_22:50:18|谷歌|1|1
2008-02-18_22:50:18|百度|0|0
2008-02-18_23:01:19|谷歌|1|1
2008-02-18_23:01:26|百度|0|0
2008-02-19_10:12:02|谷歌|1|1
2008-02-19_10:12:12|百度|0|0
2008-02-21_23:19:55|百度|1|1
2008-02-21_23:19:55|谷歌|1|1
2008-02-21_23:19:55|雅虎|1|1
2008-02-21_23:19:55|Google|1|1
2008-05-19_07:58:27|百度|2|1
2008-10-18_22:35:15|谷歌|2|1
2008-10-18_22:35:15|搜狗|1|1
