2008-10-16_11:59:49|¹È¸è|3|1
2008-10-16_11:59:49|Google|3|1
2008-10-16_12:00:56|Google|3|1
2008-10-16_12:00:56|¹È¸è|3|1
2008-10-16_15:00:03|ËÑ¹·|0|0
